2:5	0	أُوۡلَـٰٓئِكَ	ʔulaːːʔik
2:5	1	عَلَىٰ	ʕalaː
2:5	2	هُدًى	hudaː
2:5	3	مِّن	min
2:5	4	رَّبِّهِمۡ	rabːihim
2:5	5	وَأُوۡلَـٰٓئِكَ	waʔulaːːʔik
2:5	6	هُمُ	hum
2:5	7	ٱلۡمُفۡلِحُونَ	ʔalmufliħuːn
2:6	0	إِنَّ	ʔinː̃
2:6	1	ٱلَّذِينَ	ʔalːaðiːn
2:6	2	كَفَرُواۡ	kafaruː
2:6	3	سَوَآءٌ	sawaːːʔ
2:6	4	عَلَيۡهِمۡ	ʕalajhim
2:6	5	ءَأَنذَرۡتَهُمۡ	ʔaʔaⁿðartahum
2:6	6	أَمۡ	ʔam
2:6	7	لَمۡ	lam
2:6	8	تُنذِرۡهُمۡ	tuⁿðirhum
2:6	9	لَا	laː
2:6	10	يُؤۡمِنُونَ	juʔminuːn
2:7	0	خَتَمَ	xatam
2:7	1	ٱللَّهُ	ʔalːaːh
2:7	2	عَلَىٰ	ʕalaː
2:7	3	قُلُوبِهِمۡ	quluːbihim
2:7	4	وَعَلَىٰ	waʕalaː
2:7	5	سَمۡعِهِمۡ	samʕihim
2:7	6	وَعَلَىٰٓ	waʕalaː
2:7	7	أَبۡصَـٰرِهِمۡ	ʔabᵊsˤaːrihim
2:7	8	غِشَـٰوَةٌ	ɣiʃaːwah
2:7	9	وَلَهُمۡ	walahum
2:7	10	عَذَابٌ	ʕaðaːbᵊ
2:7	11	عَظِيمٌ	ʕaðˤiːm
2:8	0	وَمِنَ	wamin
2:8	1	ٱلنَّاسِ	ʔanː̃aːs
2:8	2	مَن	man
2:8	3	يَقُولُ	jaquːl
2:8	4	ءَامَنَّا	ʔaːmanː̃aː
2:8	5	بِٱللَّهِ	bilːaːh
2:8	6	وَبِٱلۡيَوۡمِ	wabiljawm
2:8	7	ٱلۡأَخِرِ	ʔalʔaxir
2:8	8	وَمَا	wamaː
2:8	9	هُم	hum
2:8	10	بِمُؤۡمِنِينَ	bimuʔminiːn
2:9	0	يُخَـٰدِعُونَ	juxaːdiʕuːn
2:9	1	ٱللَّهَ	ʔalːaːh
2:9	2	وَٱلَّذِينَ	walːaðiːn
2:9	3	ءَامَنُواۡ	ʔaːmanuː
2:9	4	وَمَا	wamaː
2:9	5	يَخۡدَعُونَ	jaxdaʕuːn
2:9	6	إِلَّآ	ʔilːaː
2:9	7	أَنفُسَهُمۡ	ʔaⁿfusahum
2:9	8	وَمَا	wamaː
2:9	9	يَشۡعُرُونَ	jaʃʕuruːn
2:10	0	فِى	fiː
2:10	1	قُلُوبِهِم	quluːbihim
2:10	2	مَّرَضٌ	maradˤ
2:10	3	فَزَادَهُمُ	fazaːdahum
2:10	4	ٱللَّهُ	ʔalːaːh
2:10	5	مَرَضًا	maradˤaː
2:10	6	وَلَهُمۡ	walahum
2:10	7	عَذَابٌ	ʕaðaːbᵊ
2:10	8	أَلِيمُۢ	ʔaliːm
2:10	9	بِمَا	bimaː
2:10	10	كَانُواۡ	kaːnuː
2:10	11	يَكۡذِبُونَ	jakðibuːn
2:11	0	وَإِذَا	waʔiðaː
2:11	1	قِيلَ	qiːl
2:11	2	لَهُمۡ	lahum
2:11	3	لَا	laː
2:11	4	تُفۡسِدُواۡ	tufsiduː
2:11	5	فِى	fiː
2:11	6	ٱلۡأَرۡضِ	ʔalʔardˤ
2:11	7	قَالُوٓاۡ	qaːluː
2:11	8	إِنَّمَا	ʔinː̃amaː
2:11	9	نَحۡنُ	naħn
2:11	10	مُصۡلِحُونَ	musˤliħuːn
2:12	0	أَلَآ	ʔalaː
2:12	1	إِنَّهُمۡ	ʔinː̃ahum
2:12	2	هُمُ	hum
2:12	3	ٱلۡمُفۡسِدُونَ	ʔalmufsiduːn
2:12	4	وَلَـٰكِن	walaːkin
2:12	5	لَّا	laː
2:12	6	يَشۡعُرُونَ	jaʃʕuruːn
2:13	0	وَإِذَا	waʔiðaː
2:13	1	قِيلَ	qiːl
2:13	2	لَهُمۡ	lahum
2:13	3	ءَامِنُواۡ	ʔaːminuː
2:13	4	كَمَآ	kamaː
2:13	5	ءَامَنَ	ʔaːman
2:13	6	ٱلنَّاسُ	ʔanː̃aːs
2:13	7	قَالُوٓاۡ	qaːluː
2:13	8	أَنُؤۡمِنُ	ʔanuʔmin
2:13	9	كَمَآ	kamaː
2:13	10	ءَامَنَ	ʔaːman
2:13	11	ٱلسُّفَهَآءُ	ʔasːufahaːːʔ
2:13	12	أَلَآ	ʔalaː
2:13	13	إِنَّهُمۡ	ʔinː̃ahum
2:13	14	هُمُ	hum
2:13	15	ٱلسُّفَهَآءُ	ʔasːufahaːːʔ
2:13	16	وَلَـٰكِن	walaːkin
2:13	17	لَّا	laː
2:13	18	يَعۡلَمُونَ	jaʕlamuːn
2:14	0	وَإِذَا	waʔiðaː
2:14	1	لَقُواۡ	laquː
2:14	2	ٱلَّذِينَ	ʔalːaðiːn
2:14	3	ءَامَنُواۡ	ʔaːmanuː
2:14	4	قَالُوٓاۡ	qaːluː
2:14	5	ءَامَنَّا	ʔaːmanː̃aː
2:14	6	وَإِذَا	waʔiðaː
2:14	7	خَلَوۡاۡ	xalaw
2:14	8	إِلَىٰ	ʔilaː
2:14	9	شَيَـٰطِينِهِمۡ	ʃajaːtˤiːnihim
2:14	10	قَالُوٓاۡ	qaːluː
2:14	11	إِنَّا	ʔinː̃aː
2:14	12	مَعَكُمۡ	maʕakum
2:14	13	إِنَّمَا	ʔinː̃amaː
2:14	14	نَحۡنُ	naħn
2:14	15	مُسۡتَهۡزِءُونَ	mustahziʔuːn
2:15	0	ٱللَّهُ	ʔalːaːh
2:15	1	يَسۡتَهۡزِئُ	jastahziʔ
2:15	2	بِهِمۡ	bihim
2:15	3	وَيَمُدُّهُمۡ	wajamudːuhum
2:15	4	فِى	fiː
2:15	5	طُغۡيَـٰنِهِمۡ	tˤuɣjaːnihim
2:15	6	يَعۡمَهُونَ	jaʕmahuːn
2:16	0	أُوۡلَـٰٓئِكَ	ʔulaːːʔik
2:16	1	ٱلَّذِينَ	ʔalːaðiːn
2:16	2	ٱشۡتَرَوُاۡ	ʔiʃtaraw
2:16	3	ٱلضَّلَـٰلَةَ	ʔadˤːalaːlah
2:16	4	بِٱلۡهُدَىٰ	bilhudaː
2:16	5	فَمَا	famaː
2:16	6	رَبِحَت	rabiħat
2:16	7	تِّجَـٰرَتُهُمۡ	tid͡ʒaːratuhum
2:16	8	وَمَا	wamaː
2:16	9	كَانُواۡ	kaːnuː
2:16	10	مُهۡتَدِينَ	muhtadiːn
2:17	0	مَثَلُهُمۡ	maθaluhum
2:17	1	كَمَثَلِ	kamaθal
2:17	2	ٱلَّذِى	ʔalːaðiː
2:17	3	ٱسۡتَوۡقَدَ	ʔistawqadᵊ
2:17	4	نَارًا	naːraː
2:17	5	فَلَمَّآ	falamː̃aː
2:17	6	أَضَآءَتۡ	ʔadˤaːːʔat
2:17	7	مَا	maː
2:17	8	حَوۡلَهُۥ	ħawlahuː
2:17	9	ذَهَبَ	ðahabᵊ
2:17	10	ٱللَّهُ	ʔalːaːh
2:17	11	بِنُورِهِمۡ	binuːrihim
2:17	12	وَتَرَكَهُمۡ	watarakahum
2:17	13	فِى	fiː
2:17	14	ظُلُمَـٰتٍ	ðˤulumaːt
2:17	15	لَّا	laː
2:17	16	يُبۡصِرُونَ	jubᵊsˤiruːn
2:18	0	صُمُّۢ	sˤumː̃
2:18	1	بُكۡمٌ	bukm
2:18	2	عُمۡىٌ	ʕumj
2:18	3	فَهُمۡ	fahum
2:18	4	لَا	laː
2:18	5	يَرۡجِعُونَ	jard͡ʒiʕuːn
2:19	0	أَوۡ	ʔaw
2:19	1	كَصَيِّبٍ	kasˤajːibᵊ
2:19	2	مِّنَ	min
2:19	3	ٱلسَّمَآءِ	ʔasːamaːːʔ
2:19	4	فِيهِ	fiːh
2:19	5	ظُلُمَـٰتٌ	ðˤulumaːt
2:19	6	وَرَعۡدٌ	waraʕdᵊ
2:19	7	وَبَرۡقٌ	wabarqᵊ
2:19	8	يَجۡعَلُونَ	jad͡ʒᵊʕaluːn
2:19	9	أَصَـٰبِعَهُمۡ	ʔasˤaːbiʕahum
2:19	10	فِىٓ	fiː
2:19	11	ءَاذَانِهِم	ʔaːðaːnihim
2:19	12	مِّنَ	min
2:19	13	ٱلصَّوٰعِقِ	ʔasˤːawaːʕiqᵊ
2:19	14	حَذَرَ	ħaðar
2:19	15	ٱلۡمَوۡتِ	ʔalmawt
2:19	16	وَٱللَّهُ	walːaːh
2:19	17	مُحِيطُۢ	muħiːtˤᵊ
2:19	18	بِٱلۡكَـٰفِرِينَ	bilkaːfiriːn
2:20	0	يَكَادُ	jakaːdᵊ
2:20	1	ٱلۡبَرۡقُ	ʔalbarqᵊ
2:20	2	يَخۡطَفُ	jaxtˤaf
2:20	3	أَبۡصَـٰرَهُمۡ	ʔabᵊsˤaːrahum
2:20	4	كُلَّمَآ	kulːamaː
2:20	5	أَضَآءَ	ʔadˤaːːʔ
2:20	6	لَهُم	lahum
2:20	7	مَّشَوۡاۡ	maʃaw
2:20	8	فِيهِ	fiːh
2:20	9	وَإِذَآ	waʔiðaː
2:20	10	أَظۡلَمَ	ʔaðˤlam
2:20	11	عَلَيۡهِمۡ	ʕalajhim
2:20	12	قَامُواۡ	qaːmuː
2:20	13	وَلَوۡ	walaw
2:20	14	شَآءَ	ʃaːːʔ
2:20	15	ٱللَّهُ	ʔalːaːh
2:20	16	لَذَهَبَ	laðahabᵊ
2:20	17	بِسَمۡعِهِمۡ	bisamʕihim
2:20	18	وَأَبۡصَـٰرِهِمۡ	waʔabᵊsˤaːrihim
2:20	19	إِنَّ	ʔinː̃
2:20	20	ٱللَّهَ	ʔalːaːh
2:20	21	عَلَىٰ	ʕalaː
2:20	22	كُلِّ	kulː
2:20	23	شَىۡءٍ	ʃaːʔ
2:20	24	قَدِيرٌ	qadiːr
2:21	0	يَـٰٓأَيُّهَا	jaːːʔajːuhaː
2:21	1	ٱلنَّاسُ	ʔanː̃aːs
2:21	2	ٱعۡبُدُواۡ	ʔuʕbuduː
2:21	3	رَبَّكُمُ	rabːakum
2:21	4	ٱلَّذِى	ʔalːaðiː
2:21	5	خَلَقَكُمۡ	xalaqakum
2:21	6	وَٱلَّذِينَ	walːaðiːn
2:21	7	مِن	min
2:21	8	قَبۡلِكُمۡ	qabᵊlikum
2:21	9	لَعَلَّكُمۡ	laʕalːakum
2:21	10	تَتَّقُونَ	tatːaquːn
2:22	0	ٱلَّذِى	ʔalːaðiː
2:22	1	جَعَلَ	d͡ʒaʕal
2:22	2	لَكُمُ	lakum
2:22	3	ٱلۡأَرۡضَ	ʔalʔardˤ
2:22	4	فِرٰشًا	firaːʃaː
2:22	5	وَٱلسَّمَآءَ	wasːamaːːʔ
2:22	6	بِنَآءً	binaːːʔaː
2:22	7	وَأَنزَلَ	waʔaⁿzal
2:22	8	مِنَ	min
2:22	9	ٱلسَّمَآءِ	ʔasːamaːːʔ
2:22	10	مَآءً	maːːʔaː
2:22	11	فَأَخۡرَجَ	faʔaxrad͡ʒᵊ
2:22	12	بِهِۦ	bihiː
2:22	13	مِنَ	min
2:22	14	ٱلثَّمَرٰتِ	ʔaθːamaraːt
2:22	15	رِزۡقًا	rizqaː
2:22	16	لَّكُمۡ	lakum
2:22	17	فَلَا	falaː
2:22	18	تَجۡعَلُواۡ	tad͡ʒᵊʕaluː
2:22	19	لِلَّهِ	lilːaːh
2:22	20	أَندَادًا	ʔaⁿdaːdaː
2:22	21	وَأَنتُمۡ	waʔaⁿtum
2:22	22	تَعۡلَمُونَ	taʕlamuːn
2:23	0	وَإِن	waʔin
2:23	1	كُنتُمۡ	kuⁿtum
2:23	2	فِى	fiː
2:23	3	رَيۡبٍ	rajbᵊ
2:23	4	مِّمَّا	mimː̃aː
2:23	5	نَزَّلۡنَا	nazːalnaː
2:23	6	عَلَىٰ	ʕalaː
2:23	7	عَبۡدِنَا	ʕabᵊdinaː
2:23	8	فَأۡتُواۡ	faʔtuː
2:23	9	بِسُورَةٍ	bisuːrah
2:23	10	مِّن	min
2:23	11	مِّثۡلِهِۦ	miθlihiː
2:23	12	وَٱدۡعُواۡ	wadᵊʕuː
2:23	13	شُهَدَآءَكُم	ʃuhadaːːʔakum
2:23	14	مِّن	min
2:23	15	دُونِ	duːn
2:23	16	ٱللَّهِ	ʔalːaːh
2:23	17	إِن	ʔin
2:23	18	كُنتُمۡ	kuⁿtum
2:23	19	صَـٰدِقِينَ	sˤaːdiqiːn
2:24	0	فَإِن	faʔin
2:24	1	لَّمۡ	lam
2:24	2	تَفۡعَلُواۡ	tafʕaluː
2:24	3	وَلَن	walan
2:24	4	تَفۡعَلُواۡ	tafʕaluː
2:24	5	فَٱتَّقُواۡ	fatːaquː
2:24	6	ٱلنَّارَ	ʔanː̃aːr
2:24	7	ٱلَّتِى	ʔalːatiː
2:24	8	وَقُودُهَا	waquːduhaː
2:24	9	ٱلنَّاسُ	ʔanː̃aːs
2:24	10	وَٱلۡحِجَارَةُ	walħid͡ʒaːrah
2:24	11	أُعِدَّتۡ	ʔuʕidːat
2:24	12	لِلۡكَـٰفِرِينَ	lilkaːfiriːn
2:25	0	وَبَشِّرِ	wabaʃːir
2:25	1	ٱلَّذِينَ	ʔalːaðiːn
2:25	2	ءَامَنُواۡ	ʔaːmanuː
2:25	3	وَعَمِلُواۡ	waʕamiluː
2:25	4	ٱلصَّـٰلِحَـٰتِ	ʔasˤːaːliħaːt
2:25	5	أَنَّ	ʔanː̃
2:25	6	لَهُمۡ	lahum
2:25	7	جَنَّـٰتٍ	d͡ʒanː̃aːt
2:25	8	تَجۡرِى	tad͡ʒᵊriː
2:25	9	مِن	min
2:25	10	تَحۡتِهَا	taħtihaː
2:25	11	ٱلۡأَنۡهَـٰرُ	ʔalʔanhaːr
2:25	12	كُلَّمَا	kulːamaː
2:25	13	رُزِقُواۡ	ruziquː
2:25	14	مِنۡهَا	minhaː
2:25	15	مِن	min
2:25	16	ثَمَرَةٍ	θamarah
2:25	17	رِّزۡقًا	rizqaː
2:25	18	قَالُواۡ	qaːluː
2:25	19	هَـٰذَا	haːðaː
2:25	20	ٱلَّذِى	ʔalːaðiː
2:25	21	رُزِقۡنَا	ruziqᵊnaː
2:25	22	مِن	min
2:25	23	قَبۡلُ	qabᵊl
2:25	24	وَأُتُواۡ	waʔutuː
2:25	25	بِهِۦ	bihiː
2:25	26	مُتَشَـٰبِهًا	mutaʃaːbihaː
2:25	27	وَلَهُمۡ	walahum
2:25	28	فِيهَآ	fiːhaː
2:25	29	أَزۡوٰجٌ	ʔazwaːd͡ʒᵊ
2:25	30	مُّطَهَّرَةٌ	mutˤahːarah
2:25	31	وَهُمۡ	wahum
2:25	32	فِيهَا	fiːhaː
2:25	33	خَـٰلِدُونَ	xaːliduːn
2:26	0	إِنَّ	ʔinː̃
2:26	1	ٱللَّهَ	ʔalːaːh
2:26	2	لَا	laː
2:26	3	يَسۡتَحۡىِۦٓ	jastaħjiː
2:26	4	أَن	ʔan
2:26	5	يَضۡرِبَ	jadˤribᵊ
2:26	6	مَثَلًا	maθalaː
2:26	7	مَّا	maː
2:26	8	بَعُوضَةً	baʕuːdˤahaː
2:26	9	فَمَا	famaː
2:26	10	فَوۡقَهَا	fawqahaː
2:26	11	فَأَمَّا	faʔamː̃aː
2:26	12	ٱلَّذِينَ	ʔalːaðiːn
2:26	13	ءَامَنُواۡ	ʔaːmanuː
2:26	14	فَيَعۡلَمُونَ	fajaʕlamuːn
2:26	15	أَنَّهُ	ʔanː̃ah
2:26	16	ٱلۡحَقُّ	ʔalħaqːᵊ
2:26	17	مِن	min
2:26	18	رَّبِّهِمۡ	rabːihim
2:26	19	وَأَمَّا	waʔamː̃aː
2:26	20	ٱلَّذِينَ	ʔalːaðiːn
2:26	21	كَفَرُواۡ	kafaruː
2:26	22	فَيَقُولُونَ	fajaquːluːn
2:26	23	مَاذَآ	maːðaː
2:26	24	أَرَادَ	ʔaraːdᵊ
2:26	25	ٱللَّهُ	ʔalːaːh
2:26	26	بِهَـٰذَا	bihaːðaː
2:26	27	مَثَلًا	maθalaː
2:26	28	يُضِلُّ	judˤilː
2:26	29	بِهِۦ	bihiː
2:26	30	كَثِيرًا	kaθiːraː
2:26	31	وَيَهۡدِى	wajahdiː
2:26	32	بِهِۦ	bihiː
2:26	33	كَثِيرًا	kaθiːraː
2:26	34	وَمَا	wamaː
2:26	35	يُضِلُّ	judˤilː
2:26	36	بِهِۦٓ	bihiː
2:26	37	إِلَّا	ʔilːaː
2:26	38	ٱلۡفَـٰسِقِينَ	ʔalfaːsiqiːn
2:27	0	ٱلَّذِينَ	ʔalːaðiːn
2:27	1	يَنقُضُونَ	jaⁿqudˤuːn
2:27	2	عَهۡدَ	ʕahdᵊ
2:27	3	ٱللَّهِ	ʔalːaːh
2:27	4	مِنۢ	min
2:27	5	بَعۡدِ	baʕdᵊ
2:27	6	مِيثَـٰقِهِۦ	miːθaːqihiː
2:27	7	وَيَقۡطَعُونَ	wajaqᵊtˤaʕuːn
2:27	8	مَآ	maː
2:27	9	أَمَرَ	ʔamar
2:27	10	ٱللَّهُ	ʔalːaːh
2:27	11	بِهِۦٓ	bihiː
2:27	12	أَن	ʔan
2:27	13	يُوصَلَ	juːsˤal
2:27	14	وَيُفۡسِدُونَ	wajufsiduːn
2:27	15	فِى	fiː
2:27	16	ٱلۡأَرۡضِ	ʔalʔardˤ
2:27	17	أُوۡلَـٰٓئِكَ	ʔulaːːʔik
2:27	18	هُمُ	hum
2:27	19	ٱلۡخَـٰسِرُونَ	ʔalxaːsiruːn
2:28	0	كَيۡفَ	kajf
2:28	1	تَكۡفُرُونَ	takfuruːn
2:28	2	بِٱللَّهِ	bilːaːh
2:28	3	وَكُنتُمۡ	wakuⁿtum
2:28	4	أَمۡوٰتًا	ʔamwaːtaː
2:28	5	فَأَحۡيَـٰكُمۡ	faʔaħjaːkum
2:28	6	ثُمَّ	θumː̃
2:28	7	يُمِيتُكُمۡ	jumiːtukum
2:28	8	ثُمَّ	θumː̃
2:28	9	يُحۡيِيكُمۡ	juħjiːkum
2:28	10	ثُمَّ	θumː̃
2:28	11	إِلَيۡهِ	ʔilajh
2:28	12	تُرۡجَعُونَ	turd͡ʒaʕuːn
2:29	0	هُوَ	huː
2:29	1	ٱلَّذِى	ʔalːaðiː
2:29	2	خَلَقَ	xalaqᵊ
2:29	3	لَكُم	lakum
2:29	4	مَّا	maː
2:29	5	فِى	fiː
2:29	6	ٱلۡأَرۡضِ	ʔalʔardˤ
2:29	7	جَمِيعًا	d͡ʒamiːʕaː
2:29	8	ثُمَّ	θumː̃
2:29	9	ٱسۡتَوَىٰٓ	ʔistawaː
2:29	10	إِلَى	ʔilaː
2:29	11	ٱلسَّمَآءِ	ʔasːamaːːʔ
2:29	12	فَسَوَّٮٰهُنَّ	fasawːaːhunː̃
2:29	13	سَبۡعَ	sabᵊʕ
2:29	14	سَمَـٰوٰتٍ	samaːwaːt
2:29	15	وَهُوَ	wahuː
2:29	16	بِكُلِّ	bikulː
2:29	17	شَىۡءٍ	ʃaːʔ
2:29	18	عَلِيمٌ	ʕaliːm
2:30	0	وَإِذۡ	waʔið
2:30	1	قَالَ	qaːl
2:30	2	رَبُّكَ	rabːuk
2:30	3	لِلۡمَلَـٰٓئِكَةِ	lilmalaːːʔikah
2:30	4	إِنِّى	ʔinː̃iː
2:30	5	جَاعِلٌ	d͡ʒaːʕil
2:30	6	فِى	fiː
2:30	7	ٱلۡأَرۡضِ	ʔalʔardˤ
2:30	8	خَلِيفَةً	xaliːfahaː
2:30	9	قَالُوٓاۡ	qaːluː
2:30	10	أَتَجۡعَلُ	ʔatad͡ʒᵊʕal
2:30	11	فِيهَا	fiːhaː
2:30	12	مَن	man
2:30	13	يُفۡسِدُ	jufsidᵊ
2:30	14	فِيهَا	fiːhaː
2:30	15	وَيَسۡفِكُ	wajasfik
2:30	16	ٱلدِّمَآءَ	ʔadːimaːːʔ
2:30	17	وَنَحۡنُ	wanaħn
2:30	18	نُسَبِّحُ	nusabːiħ
2:30	19	بِحَمۡدِكَ	biħamdik
2:30	20	وَنُقَدِّسُ	wanuqadːis
2:30	21	لَكَ	lak
2:30	22	قَالَ	qaːl
2:30	23	إِنِّىٓ	ʔinː̃iː
2:30	24	أَعۡلَمُ	ʔaʕlam
2:30	25	مَا	maː
2:30	26	لَا	laː
2:30	27	تَعۡلَمُونَ	taʕlamuːn
2:31	0	وَعَلَّمَ	waʕalːam
2:31	1	ءَادَمَ	ʔaːdam
2:31	2	ٱلۡأَسۡمَآءَ	ʔalʔasmaːːʔ
2:31	3	كُلَّهَا	kulːahaː
2:31	4	ثُمَّ	θumː̃
2:31	5	عَرَضَهُمۡ	ʕaradˤahum
2:31	6	عَلَى	ʕalaː
2:31	7	ٱلۡمَلَـٰٓئِكَةِ	ʔalmalaːːʔikah
2:31	8	فَقَالَ	faqaːl
2:31	9	أَنۢبِــُٔونِى	ʔaᵐbiʔuːniː
2:31	10	بِأَسۡمَآءِ	biʔasmaːːʔ
2:31	11	هَـٰٓؤُلَآءِ	haːːʔulaːːʔ
2:31	12	إِن	ʔin
2:31	13	كُنتُمۡ	kuⁿtum
2:31	14	صَـٰدِقِينَ	sˤaːdiqiːn
2:32	0	قَالُواۡ	qaːluː
2:32	1	سُبۡحَـٰنَكَ	subᵊħaːnak
2:32	2	لَا	laː
2:32	3	عِلۡمَ	ʕilm
2:32	4	لَنَآ	lanaː
2:32	5	إِلَّا	ʔilːaː
2:32	6	مَا	maː
2:32	7	عَلَّمۡتَنَآ	ʕalːamtanaː
2:32	8	إِنَّكَ	ʔinː̃ak
2:32	9	أَنتَ	ʔaⁿt
2:32	10	ٱلۡعَلِيمُ	ʔalʕaliːm
2:32	11	ٱلۡحَكِيمُ	ʔalħakiːm
2:33	0	قَالَ	qaːl
2:33	1	يَـٰٓـــَٔادَمُ	jaːːʔaːdam
2:33	2	أَنۢبِئۡهُم	ʔaᵐbiʔhum
2:33	3	بِأَسۡمَآئِهِمۡ	biʔasmaːːʔihim
2:33	4	فَلَمَّآ	falamː̃aː
2:33	5	أَنۢبَأَهُم	ʔaᵐbaʔahum
2:33	6	بِأَسۡمَآئِهِمۡ	biʔasmaːːʔihim
2:33	7	قَالَ	qaːl
2:33	8	أَلَمۡ	ʔalam
2:33	9	أَقُل	ʔaqul
2:33	10	لَّكُمۡ	lakum
2:33	11	إِنِّىٓ	ʔinː̃iː
2:33	12	أَعۡلَمُ	ʔaʕlam
2:33	13	غَيۡبَ	ɣajbᵊ
2:33	14	ٱلسَّمَـٰوٰتِ	ʔasːamaːwaːt
2:33	15	وَٱلۡأَرۡضِ	walʔardˤ
2:33	16	وَأَعۡلَمُ	waʔaʕlam
2:33	17	مَا	maː
2:33	18	تُبۡدُونَ	tubᵊduːn
2:33	19	وَمَا	wamaː
2:33	20	كُنتُمۡ	kuⁿtum
2:33	21	تَكۡتُمُونَ	taktumuːn
2:34	0	وَإِذۡ	waʔið
2:34	1	قُلۡنَا	qulnaː
2:34	2	لِلۡمَلَـٰٓئِكَةِ	lilmalaːːʔikah
2:34	3	ٱسۡجُدُواۡ	ʔusd͡ʒuduː
2:34	4	لِأَدَمَ	liʔadam
2:34	5	فَسَجَدُوٓاۡ	fasad͡ʒaduː
2:34	6	إِلَّآ	ʔilːaː
2:34	7	إِبۡلِيسَ	ʔibᵊliːs
2:34	8	أَبَىٰ	ʔabaː
2:34	9	وَٱسۡتَكۡبَرَ	wastakbar
2:34	10	وَكَانَ	wakaːn
2:34	11	مِنَ	min
2:34	12	ٱلۡكَـٰفِرِينَ	ʔalkaːfiriːn
2:35	0	وَقُلۡنَا	waqulnaː
2:35	1	يَـٰٓـــَٔادَمُ	jaːːʔaːdam
2:35	2	ٱسۡكُنۡ	ʔuskun
2:35	3	أَنتَ	ʔaⁿt
2:35	4	وَزَوۡجُكَ	wazawd͡ʒuk
2:35	5	ٱلۡجَنَّةَ	ʔald͡ʒanː̃ah
2:35	6	وَكُلَا	wakulaː
2:35	7	مِنۡهَا	minhaː
2:35	8	رَغَدًا	raɣadaː
2:35	9	حَيۡثُ	ħajθ
2:35	10	شِئۡتُمَا	ʃiʔtumaː
2:35	11	وَلَا	walaː
2:35	12	تَقۡرَبَا	taqᵊrabaː
2:35	13	هَـٰذِهِ	haːðih
2:35	14	ٱلشَّجَرَةَ	ʔaʃːad͡ʒarah
2:35	15	فَتَكُونَا	fatakuːnaː
2:35	16	مِنَ	min
2:35	17	ٱلظَّـٰلِمِينَ	ʔaðˤːaːlimiːn
